SourceTable	SourceName	Schema	NewTable	NewName
T_Analysis_Job	start	public	"t_analysis_job"	"start"
T_Analysis_Job	finish	public	"t_analysis_job"	"finish"
T_Analysis_Job	analysis_tool_id	public	"t_analysis_job"	"analysis_tool_id"
T_Analysis_Job	param_file_name	public	"t_analysis_job"	"param_file_name"
T_Analysis_Job	settings_file_name	public	"t_analysis_job"	"settings_file_name"
T_Analysis_Job	organism_db_name	public	"t_analysis_job"	"organism_db_name"
T_Analysis_Job	organism_id	public	"t_analysis_job"	"organism_id"
T_Analysis_Job	dataset_id	public	"t_analysis_job"	"dataset_id"
T_Analysis_Job	comment	public	"t_analysis_job"	"comment"
T_Analysis_Job	owner	public	"t_analysis_job"	"owner"
T_Analysis_Job	job_state_id	public	"t_analysis_job"	"job_state_id"
T_Analysis_Job	last_affected	public	"t_analysis_job"	"last_affected"
T_Analysis_Job	assigned_processor_name	public	"t_analysis_job"	"assigned_processor_name"
T_Analysis_Job	results_folder_name	public	"t_analysis_job"	"results_folder_name"
T_Analysis_Job	protein_collection_list	public	"t_analysis_job"	"protein_collection_list"
T_Analysis_Job	protein_options_list	public	"t_analysis_job"	"protein_options_list"
T_Analysis_Job	request_id	public	"t_analysis_job"	"request_id"
T_Analysis_Job	extraction_processor	public	"t_analysis_job"	"extraction_processor"
T_Analysis_Job	extraction_start	public	"t_analysis_job"	"extraction_start"
T_Analysis_Job	extraction_finish	public	"t_analysis_job"	"extraction_finish"
T_Analysis_Job	analysis_manager_error	public	"t_analysis_job"	"analysis_manager_error"
T_Analysis_Job	data_extraction_error	public	"t_analysis_job"	"data_extraction_error"
T_Analysis_Job	propagation_mode	public	"t_analysis_job"	"propagation_mode"
T_Analysis_Job	state_name_cached	public	"t_analysis_job"	"state_name_cached"
T_Analysis_Job	processing_time_minutes	public	"t_analysis_job"	"processing_time_minutes"
T_Analysis_Job	special_processing	public	"t_analysis_job"	"special_processing"
T_Analysis_Job	dataset_unreviewed	public	"t_analysis_job"	"dataset_unreviewed"
T_Analysis_Job	purged	public	"t_analysis_job"	"purged"
T_Analysis_Job	myemsl_state	public	"t_analysis_job"	"myemsl_state"
T_Analysis_Job	job_row_version	public	"t_analysis_job"	"job_row_version"
T_Analysis_Job	analysis_tool_cached	public	"t_analysis_job"	"analysis_tool_cached"
T_Analysis_Job	Progress	public	"t_analysis_job"	"progress"
T_Analysis_Job	ETA_Minutes	public	"t_analysis_job"	"eta_minutes"
T_Analysis_Job_Batches	Batch_ID	public	"t_analysis_job_batches"	"batch_id"
T_Analysis_Job_Batches	Batch_Created	public	"t_analysis_job_batches"	"batch_created"
T_Analysis_Job_Batches	Batch_Description	public	"t_analysis_job_batches"	"batch_description"
T_Analysis_Job_ID	job	public	"t_analysis_job_id"	"job"
T_Analysis_Job_ID	Note	public	"t_analysis_job_id"	"note"
T_Analysis_Job_ID	Created	public	"t_analysis_job_id"	"created"
T_Analysis_Job_PSM_Stats	Job	public	"t_analysis_job_psm_stats"	"job"
T_Analysis_Job_PSM_Stats	MSGF_Threshold	public	"t_analysis_job_psm_stats"	"msgf_threshold"
T_Analysis_Job_PSM_Stats	FDR_Threshold	public	"t_analysis_job_psm_stats"	"fdr_threshold"
T_Analysis_Job_PSM_Stats	MSGF_Threshold_Is_EValue	public	"t_analysis_job_psm_stats"	"msgf_threshold_is_evalue"
T_Analysis_Job_PSM_Stats	Spectra_Searched	public	"t_analysis_job_psm_stats"	"spectra_searched"
T_Analysis_Job_PSM_Stats	Total_PSMs	public	"t_analysis_job_psm_stats"	"total_psms"
T_Analysis_Job_PSM_Stats	Unique_Peptides	public	"t_analysis_job_psm_stats"	"unique_peptides"
T_Analysis_Job_PSM_Stats	Unique_Proteins	public	"t_analysis_job_psm_stats"	"unique_proteins"
T_Analysis_Job_PSM_Stats	Total_PSMs_FDR_Filter	public	"t_analysis_job_psm_stats"	"total_psms_fdr_filter"
T_Analysis_Job_PSM_Stats	Unique_Peptides_FDR_Filter	public	"t_analysis_job_psm_stats"	"unique_peptides_fdr_filter"
T_Analysis_Job_PSM_Stats	Unique_Proteins_FDR_Filter	public	"t_analysis_job_psm_stats"	"unique_proteins_fdr_filter"
T_Analysis_Job_PSM_Stats	Missed_Cleavage_Ratio_FDR	public	"t_analysis_job_psm_stats"	"missed_cleavage_ratio_fdr"
T_Analysis_Job_PSM_Stats	Tryptic_Peptides_FDR	public	"t_analysis_job_psm_stats"	"tryptic_peptides_fdr"
T_Analysis_Job_PSM_Stats	Keratin_Peptides_FDR	public	"t_analysis_job_psm_stats"	"keratin_peptides_fdr"
T_Analysis_Job_PSM_Stats	Trypsin_Peptides_FDR	public	"t_analysis_job_psm_stats"	"trypsin_peptides_fdr"
T_Analysis_Job_PSM_Stats	Acetyl_Peptides_FDR	public	"t_analysis_job_psm_stats"	"acetyl_peptides_fdr"
T_Analysis_Job_PSM_Stats	Percent_MSn_Scans_NoPSM	public	"t_analysis_job_psm_stats"	"percent_msn_scans_no_psm"
T_Analysis_Job_PSM_Stats	Maximum_ScanGap_Adjacent_MSn	public	"t_analysis_job_psm_stats"	"maximum_scan_gap_adjacent_msn"
T_Analysis_Job_PSM_Stats	Dynamic_Reporter_Ion	public	"t_analysis_job_psm_stats"	"dynamic_reporter_ion"
T_Analysis_Job_PSM_Stats	Percent_PSMs_Missing_NTermReporterIon	public	"t_analysis_job_psm_stats"	"percent_psms_missing_nterm_reporter_ion"
T_Analysis_Job_PSM_Stats	Percent_PSMs_Missing_ReporterIon	public	"t_analysis_job_psm_stats"	"percent_psms_missing_reporter_ion"
T_Analysis_Job_PSM_Stats	Last_Affected	public	"t_analysis_job_psm_stats"	"last_affected"
T_Analysis_Job_PSM_Stats_Phospho	Job	public	"t_analysis_job_psm_stats_phospho"	"job"
T_Analysis_Job_PSM_Stats_Phospho	Phosphopeptides	public	"t_analysis_job_psm_stats_phospho"	"phosphopeptides"
T_Analysis_Job_PSM_Stats_Phospho	CTermK_Phosphopeptides	public	"t_analysis_job_psm_stats_phospho"	"cterm_k_phosphopeptides"
T_Analysis_Job_PSM_Stats_Phospho	CTermR_Phosphopeptides	public	"t_analysis_job_psm_stats_phospho"	"cterm_r_phosphopeptides"
T_Analysis_Job_PSM_Stats_Phospho	MissedCleavageRatio	public	"t_analysis_job_psm_stats_phospho"	"missed_cleavage_ratio"
T_Analysis_Job_PSM_Stats_Phospho	Last_Affected	public	"t_analysis_job_psm_stats_phospho"	"last_affected"
T_Analysis_Job_Priority_Updates	Entry_ID	public	"t_analysis_job_priority_updates"	"entry_id"
T_Analysis_Job_Priority_Updates	Job	public	"t_analysis_job_priority_updates"	"job"
T_Analysis_Job_Priority_Updates	Old_Priority	public	"t_analysis_job_priority_updates"	"old_priority"
T_Analysis_Job_Priority_Updates	New_Priority	public	"t_analysis_job_priority_updates"	"new_priority"
T_Analysis_Job_Priority_Updates	Comment	public	"t_analysis_job_priority_updates"	"comment"
T_Analysis_Job_Priority_Updates	Entered	public	"t_analysis_job_priority_updates"	"entered"
T_Analysis_Job_Processor_Group	group_id	public	"t_analysis_job_processor_group"	"group_id"
T_Analysis_Job_Processor_Group	Group_Name	public	"t_analysis_job_processor_group"	"group_name"
T_Analysis_Job_Processor_Group	Group_Description	public	"t_analysis_job_processor_group"	"group_description"
T_Analysis_Job_Processor_Group	Group_Enabled	public	"t_analysis_job_processor_group"	"group_enabled"
T_Analysis_Job_Processor_Group	Group_Created	public	"t_analysis_job_processor_group"	"group_created"
T_Analysis_Job_Processor_Group	Last_Affected	public	"t_analysis_job_processor_group"	"last_affected"
T_Analysis_Job_Processor_Group	Entered_By	public	"t_analysis_job_processor_group"	"entered_by"
T_Analysis_Job_Processor_Group_Associations	job	public	"t_analysis_job_processor_group_associations"	"job"
T_Analysis_Job_Processor_Group_Associations	Group_ID	public	"t_analysis_job_processor_group_associations"	"group_id"
T_Analysis_Job_Processor_Group_Associations	Entered	public	"t_analysis_job_processor_group_associations"	"entered"
T_Analysis_Job_Processor_Group_Associations	Entered_By	public	"t_analysis_job_processor_group_associations"	"entered_by"
T_Analysis_Job_Processor_Group_Membership	Processor_ID	public	"t_analysis_job_processor_group_membership"	"processor_id"
T_Analysis_Job_Processor_Group_Membership	Group_ID	public	"t_analysis_job_processor_group_membership"	"group_id"
T_Analysis_Job_Processor_Group_Membership	Membership_Enabled	public	"t_analysis_job_processor_group_membership"	"membership_enabled"
T_Analysis_Job_Processor_Group_Membership	Last_Affected	public	"t_analysis_job_processor_group_membership"	"last_affected"
T_Analysis_Job_Processor_Group_Membership	Entered_By	public	"t_analysis_job_processor_group_membership"	"entered_by"
T_Analysis_Job_Processor_Tools	Tool_ID	public	"t_analysis_job_processor_tools"	"tool_id"
T_Analysis_Job_Processor_Tools	Processor_ID	public	"t_analysis_job_processor_tools"	"processor_id"
T_Analysis_Job_Processor_Tools	Entered	public	"t_analysis_job_processor_tools"	"entered"
T_Analysis_Job_Processor_Tools	Entered_By	public	"t_analysis_job_processor_tools"	"entered_by"
T_Analysis_Job_Processors	processor_id	public	"t_analysis_job_processors"	"processor_id"
T_Analysis_Job_Processors	State	public	"t_analysis_job_processors"	"state"
T_Analysis_Job_Processors	Processor_Name	public	"t_analysis_job_processors"	"processor_name"
T_Analysis_Job_Processors	Machine	public	"t_analysis_job_processors"	"machine"
T_Analysis_Job_Processors	Notes	public	"t_analysis_job_processors"	"notes"
T_Analysis_Job_Processors	Last_Affected	public	"t_analysis_job_processors"	"last_affected"
T_Analysis_Job_Processors	Entered_By	public	"t_analysis_job_processors"	"entered_by"
T_Analysis_Job_Request	request_id	public	"t_analysis_job_request"	"request_id"
T_Analysis_Job_Request	request_name	public	"t_analysis_job_request"	"request_name"
T_Analysis_Job_Request	created	public	"t_analysis_job_request"	"created"
T_Analysis_Job_Request	analysis_tool	public	"t_analysis_job_request"	"analysis_tool"
T_Analysis_Job_Request	param_file_name	public	"t_analysis_job_request"	"param_file_name"
T_Analysis_Job_Request	settings_file_name	public	"t_analysis_job_request"	"settings_file_name"
T_Analysis_Job_Request	organism_db_name	public	"t_analysis_job_request"	"organism_db_name"
T_Analysis_Job_Request	organism_id	public	"t_analysis_job_request"	"organism_id"
T_Analysis_Job_Request	datasets	public	"t_analysis_job_request"	"datasets"
T_Analysis_Job_Request	user_id	public	"t_analysis_job_request"	"user_id"
T_Analysis_Job_Request	comment	public	"t_analysis_job_request"	"comment"
T_Analysis_Job_Request	request_state_id	public	"t_analysis_job_request"	"request_state_id"
T_Analysis_Job_Request	protein_collection_list	public	"t_analysis_job_request"	"protein_collection_list"
T_Analysis_Job_Request	protein_options_list	public	"t_analysis_job_request"	"protein_options_list"
T_Analysis_Job_Request	work_package	public	"t_analysis_job_request"	"work_package"
T_Analysis_Job_Request	job_count	public	"t_analysis_job_request"	"job_count"
T_Analysis_Job_Request	special_processing	public	"t_analysis_job_request"	"special_processing"
T_Analysis_Job_Request	Dataset_Min	public	"t_analysis_job_request"	"dataset_min"
T_Analysis_Job_Request	Dataset_Max	public	"t_analysis_job_request"	"dataset_max"
T_Analysis_Job_Request	Data_Package_ID	public	"t_analysis_job_request"	"data_package_id"
T_Analysis_Job_Request_Datasets	Request_ID	public	"t_analysis_job_request_datasets"	"request_id"
T_Analysis_Job_Request_Datasets	Dataset_ID	public	"t_analysis_job_request_datasets"	"dataset_id"
T_Analysis_Job_Request_Existing_Jobs	Request_ID	public	"t_analysis_job_request_existing_jobs"	"request_id"
T_Analysis_Job_Request_Existing_Jobs	Job	public	"t_analysis_job_request_existing_jobs"	"job"
T_Analysis_Job_Request_State	request_state_id	public	"t_analysis_job_request_state"	"request_state_id"
T_Analysis_Job_Request_State	request_state	public	"t_analysis_job_request_state"	"request_state"
T_Analysis_Job_Status_History	Entry_ID	public	"t_analysis_job_status_history"	"entry_id"
T_Analysis_Job_Status_History	Posting_Time	public	"t_analysis_job_status_history"	"posting_time"
T_Analysis_Job_Status_History	Tool_ID	public	"t_analysis_job_status_history"	"tool_id"
T_Analysis_Job_Status_History	State_ID	public	"t_analysis_job_status_history"	"state_id"
T_Analysis_Job_Status_History	Job_Count	public	"t_analysis_job_status_history"	"job_count"
T_Analysis_Status_Monitor_Params	ProcessorID	public	"t_analysis_status_monitor_params"	"processor_id"
T_Analysis_Status_Monitor_Params	StatusFileNamePath	public	"t_analysis_status_monitor_params"	"status_file_name_path"
T_Analysis_Status_Monitor_Params	CheckBoxState	public	"t_analysis_status_monitor_params"	"check_box_state"
T_Analysis_Status_Monitor_Params	UseForStatusCheck	public	"t_analysis_status_monitor_params"	"use_for_status_check"
T_Analysis_Tool	analysis_tool_id	public	"t_analysis_tool"	"analysis_tool_id"
T_Analysis_Tool	analysis_tool	public	"t_analysis_tool"	"analysis_tool"
T_Analysis_Tool	tool_base_name	public	"t_analysis_tool"	"tool_base_name"
T_Analysis_Tool	param_file_type_id	public	"t_analysis_tool"	"param_file_type_id"
T_Analysis_Tool	param_file_storage_path	public	"t_analysis_tool"	"param_file_storage_path"
T_Analysis_Tool	param_file_storage_path_local	public	"t_analysis_tool"	"param_file_storage_path_local"
T_Analysis_Tool	default_settings_file_name	public	"t_analysis_tool"	"default_settings_file_name"
T_Analysis_Tool	result_type	public	"t_analysis_tool"	"result_type"
T_Analysis_Tool	auto_scan_folder_flag	public	"t_analysis_tool"	"auto_scan_folder_flag"
T_Analysis_Tool	active	public	"t_analysis_tool"	"active"
T_Analysis_Tool	search_engine_input_file_formats	public	"t_analysis_tool"	"search_engine_input_file_formats"
T_Analysis_Tool	org_db_required	public	"t_analysis_tool"	"org_db_required"
T_Analysis_Tool	extraction_required	public	"t_analysis_tool"	"extraction_required"
T_Analysis_Tool	description	public	"t_analysis_tool"	"description"
T_Analysis_Tool	use_special_proc_waiting	public	"t_analysis_tool"	"use_special_proc_waiting"
T_Analysis_Tool	SettingsFileRequired	public	"t_analysis_tool"	"settings_file_required"
T_Analysis_Tool	ParamFileRequired	public	"t_analysis_tool"	"param_file_required"
T_Analysis_Tool_Allowed_Dataset_Type	Analysis_Tool_ID	public	"t_analysis_tool_allowed_dataset_type"	"analysis_tool_id"
T_Analysis_Tool_Allowed_Dataset_Type	Dataset_Type	public	"t_analysis_tool_allowed_dataset_type"	"dataset_type"
T_Analysis_Tool_Allowed_Dataset_Type	Comment	public	"t_analysis_tool_allowed_dataset_type"	"comment"
T_Analysis_Tool_Allowed_Instrument_Class	Analysis_Tool_ID	public	"t_analysis_tool_allowed_instrument_class"	"analysis_tool_id"
T_Analysis_Tool_Allowed_Instrument_Class	Instrument_Class	public	"t_analysis_tool_allowed_instrument_class"	"instrument_class"
T_Analysis_Tool_Allowed_Instrument_Class	Comment	public	"t_analysis_tool_allowed_instrument_class"	"comment"
T_Archive_Path	archive_path_id	public	"t_archive_path"	"archive_path_id"
T_Archive_Path	instrument_id	public	"t_archive_path"	"instrument_id"
T_Archive_Path	archive_path	public	"t_archive_path"	"archive_path"
T_Archive_Path	note	public	"t_archive_path"	"note"
T_Archive_Path	archive_path_function	public	"t_archive_path"	"archive_path_function"
T_Archive_Path	archive_server_name	public	"t_archive_path"	"archive_server_name"
T_Archive_Path	network_share_path	public	"t_archive_path"	"network_share_path"
T_Archive_Path	archive_url	public	"t_archive_path"	"archive_url"
T_Archive_Path	created	public	"t_archive_path"	"created"
T_Archive_Path_Function	APF_Function	public	"t_archive_path_function"	"apf_function"
T_Archive_Space_Usage	Entry_ID	public	"t_archive_space_usage"	"entry_id"
T_Archive_Space_Usage	Sampling_Date	public	"t_archive_space_usage"	"sampling_date"
T_Archive_Space_Usage	Data_MB	public	"t_archive_space_usage"	"data_mb"
T_Archive_Space_Usage	Files	public	"t_archive_space_usage"	"files"
T_Archive_Space_Usage	Folders	public	"t_archive_space_usage"	"folders"
T_Archive_Space_Usage	Comment	public	"t_archive_space_usage"	"comment"
T_Archive_Space_Usage	Entered_By	public	"t_archive_space_usage"	"entered_by"
T_Archive_Update_State_Name	archive_update_state_id	public	"t_archive_update_state_name"	"archive_update_state_id"
T_Archive_Update_State_Name	archive_update_state	public	"t_archive_update_state_name"	"archive_update_state"
T_Attachments	attachment_id	public	"t_attachments"	"attachment_id"
T_Attachments	Attachment_Type	public	"t_attachments"	"attachment_type"
T_Attachments	Attachment_Name	public	"t_attachments"	"attachment_name"
T_Attachments	Attachment_Description	public	"t_attachments"	"attachment_description"
T_Attachments	Owner_PRN	public	"t_attachments"	"owner_prn"
T_Attachments	Active	public	"t_attachments"	"active"
T_Attachments	Contents	public	"t_attachments"	"contents"
T_Attachments	File_Name	public	"t_attachments"	"file_name"
T_Attachments	Created	public	"t_attachments"	"created"
T_AuxInfo_Allowed_Values	AuxInfoID	public	"t_aux_info_allowed_values"	"aux_info_id"
T_AuxInfo_Allowed_Values	Value	public	"t_aux_info_allowed_values"	"value"
T_AuxInfo_Category	aux_category_id	public	"t_aux_info_category"	"aux_category_id"
T_AuxInfo_Category	aux_category	public	"t_aux_info_category"	"aux_category"
T_AuxInfo_Category	Target_Type_ID	public	"t_aux_info_category"	"target_type_id"
T_AuxInfo_Category	Sequence	public	"t_aux_info_category"	"sequence"
T_AuxInfo_Description	aux_description_id	public	"t_aux_info_description"	"aux_description_id"
T_AuxInfo_Description	aux_description	public	"t_aux_info_description"	"aux_description"
T_AuxInfo_Description	Parent_ID	public	"t_aux_info_description"	"parent_id"
T_AuxInfo_Description	Sequence	public	"t_aux_info_description"	"sequence"
T_AuxInfo_Description	DataSize	public	"t_aux_info_description"	"data_size"
T_AuxInfo_Description	HelperAppend	public	"t_aux_info_description"	"helper_append"
T_AuxInfo_Description	Active	public	"t_aux_info_description"	"active"
T_AuxInfo_Subcategory	aux_subcategory_id	public	"t_aux_info_subcategory"	"aux_subcategory_id"
T_AuxInfo_Subcategory	aux_subcategory	public	"t_aux_info_subcategory"	"aux_subcategory"
T_AuxInfo_Subcategory	Parent_ID	public	"t_aux_info_subcategory"	"parent_id"
T_AuxInfo_Subcategory	Sequence	public	"t_aux_info_subcategory"	"sequence"
T_AuxInfo_Target	aux_target_id	public	"t_aux_info_target"	"aux_target_id"
T_AuxInfo_Target	aux_target	public	"t_aux_info_target"	"aux_target"
T_AuxInfo_Target	Target_Table	public	"t_aux_info_target"	"target_table"
T_AuxInfo_Target	Target_ID_Col	public	"t_aux_info_target"	"target_id_col"
T_AuxInfo_Target	Target_Name_Col	public	"t_aux_info_target"	"target_name_col"
T_AuxInfo_Value	AuxInfo_ID	public	"t_aux_info_value"	"aux_info_id"
T_AuxInfo_Value	Value	public	"t_aux_info_value"	"value"
T_AuxInfo_Value	Target_ID	public	"t_aux_info_value"	"target_id"
T_Biomaterial_Organisms	Organism_ID	public	"t_biomaterial_organisms"	"organism_id"
T_Biomaterial_Organisms	Biomaterial_ID	public	"t_biomaterial_organisms"	"biomaterial_id"
T_Bionet_Hosts	Host	public	"t_bionet_hosts"	"host"
T_Bionet_Hosts	IP	public	"t_bionet_hosts"	"ip"
T_Bionet_Hosts	Alias	public	"t_bionet_hosts"	"alias"
T_Bionet_Hosts	Entered	public	"t_bionet_hosts"	"entered"
T_Bionet_Hosts	Last_Online	public	"t_bionet_hosts"	"last_online"
T_Bionet_Hosts	Instruments	public	"t_bionet_hosts"	"instruments"
T_Bionet_Hosts	Active	public	"t_bionet_hosts"	"active"
T_Bionet_Hosts	Tag	public	"t_bionet_hosts"	"tag"
T_Bionet_Hosts	Comment	public	"t_bionet_hosts"	"comment"
T_Cached_Dataset_Folder_Paths	Dataset_ID	public	"t_cached_dataset_folder_paths"	"dataset_id"
T_Cached_Dataset_Folder_Paths	dataset_row_version	public	"t_cached_dataset_folder_paths"	"dataset_row_version"
T_Cached_Dataset_Folder_Paths	storage_path_row_version	public	"t_cached_dataset_folder_paths"	"storage_path_row_version"
T_Cached_Dataset_Folder_Paths	Dataset_Folder_Path	public	"t_cached_dataset_folder_paths"	"dataset_folder_path"
T_Cached_Dataset_Folder_Paths	Archive_Folder_Path	public	"t_cached_dataset_folder_paths"	"archive_folder_path"
T_Cached_Dataset_Folder_Paths	myemsl_path_flag	public	"t_cached_dataset_folder_paths"	"myemsl_path_flag"
T_Cached_Dataset_Folder_Paths	Dataset_URL	public	"t_cached_dataset_folder_paths"	"dataset_url"
T_Cached_Dataset_Folder_Paths	UpdateRequired	public	"t_cached_dataset_folder_paths"	"update_required"
T_Cached_Dataset_Folder_Paths	Last_Affected	public	"t_cached_dataset_folder_paths"	"last_affected"
T_Cached_Dataset_Instruments	Dataset_ID	public	"t_cached_dataset_instruments"	"dataset_id"
T_Cached_Dataset_Instruments	Instrument_ID	public	"t_cached_dataset_instruments"	"instrument_id"
T_Cached_Dataset_Instruments	Instrument	public	"t_cached_dataset_instruments"	"instrument"
T_Cached_Dataset_Links	Dataset_ID	public	"t_cached_dataset_links"	"dataset_id"
T_Cached_Dataset_Links	dataset_row_version	public	"t_cached_dataset_links"	"dataset_row_version"
T_Cached_Dataset_Links	storage_path_row_version	public	"t_cached_dataset_links"	"storage_path_row_version"
T_Cached_Dataset_Links	Dataset_Folder_Path	public	"t_cached_dataset_links"	"dataset_folder_path"
T_Cached_Dataset_Links	Archive_Folder_Path	public	"t_cached_dataset_links"	"archive_folder_path"
T_Cached_Dataset_Links	myemsl_url	public	"t_cached_dataset_links"	"myemsl_url"
T_Cached_Dataset_Links	QC_Link	public	"t_cached_dataset_links"	"qc_link"
T_Cached_Dataset_Links	QC_2D	public	"t_cached_dataset_links"	"qc_2d"
T_Cached_Dataset_Links	QC_Metric_Stats	public	"t_cached_dataset_links"	"qc_metric_stats"
T_Cached_Dataset_Links	MASIC_Directory_Name	public	"t_cached_dataset_links"	"masic_directory_name"
T_Cached_Dataset_Links	UpdateRequired	public	"t_cached_dataset_links"	"update_required"
T_Cached_Dataset_Links	Last_Affected	public	"t_cached_dataset_links"	"last_affected"
T_Cached_Experiment_Components	Exp_ID	public	"t_cached_experiment_components"	"exp_id"
T_Cached_Experiment_Components	Biomaterial_List	public	"t_cached_experiment_components"	"biomaterial_list"
T_Cached_Experiment_Components	Reference_Compound_List	public	"t_cached_experiment_components"	"reference_compound_list"
T_Cached_Experiment_Components	Entered	public	"t_cached_experiment_components"	"entered"
T_Cached_Experiment_Components	Last_affected	public	"t_cached_experiment_components"	"last_affected"
T_Cached_Instrument_Dataset_Type_Usage	Entry_ID	public	"t_cached_instrument_dataset_type_usage"	"entry_id"
T_Cached_Instrument_Dataset_Type_Usage	Instrument_ID	public	"t_cached_instrument_dataset_type_usage"	"instrument_id"
T_Cached_Instrument_Dataset_Type_Usage	Dataset_Type	public	"t_cached_instrument_dataset_type_usage"	"dataset_type"
T_Cached_Instrument_Dataset_Type_Usage	Dataset_Usage_Count	public	"t_cached_instrument_dataset_type_usage"	"dataset_usage_count"
T_Cached_Instrument_Dataset_Type_Usage	Dataset_Usage_Last_Year	public	"t_cached_instrument_dataset_type_usage"	"dataset_usage_last_year"
T_Cached_Instrument_Usage_by_Proposal	instrument_group	public	"t_cached_instrument_usage_by_proposal"	"instrument_group"
T_Cached_Instrument_Usage_by_Proposal	EUS_Proposal_ID	public	"t_cached_instrument_usage_by_proposal"	"eus_proposal_id"
T_Cached_Instrument_Usage_by_Proposal	Actual_Hours	public	"t_cached_instrument_usage_by_proposal"	"actual_hours"
T_Cached_Protein_Collection_List_Map	protein_collection_list_id	public	"t_cached_protein_collection_list_map"	"protein_collection_list_id"
T_Cached_Protein_Collection_List_Map	Protein_Collection_List	public	"t_cached_protein_collection_list_map"	"protein_collection_list"
T_Cached_Protein_Collection_List_Map	Created	public	"t_cached_protein_collection_list_map"	"created"
T_Cached_Protein_Collection_List_Members	protein_collection_list_id	public	"t_cached_protein_collection_list_members"	"protein_collection_list_id"
T_Cached_Protein_Collection_List_Members	Protein_Collection_Name	public	"t_cached_protein_collection_list_members"	"protein_collection_name"
T_Charge_Code	Charge_Code	public	"t_charge_code"	"charge_code"
T_Charge_Code	Resp_PRN	public	"t_charge_code"	"resp_prn"
T_Charge_Code	Resp_HID	public	"t_charge_code"	"resp_hid"
T_Charge_Code	WBS_Title	public	"t_charge_code"	"wbs_title"
T_Charge_Code	Charge_Code_Title	public	"t_charge_code"	"charge_code_title"
T_Charge_Code	SubAccount	public	"t_charge_code"	"sub_account"
T_Charge_Code	SubAccount_Title	public	"t_charge_code"	"sub_account_title"
T_Charge_Code	Setup_Date	public	"t_charge_code"	"setup_date"
T_Charge_Code	SubAccount_Effective_Date	public	"t_charge_code"	"sub_account_effective_date"
T_Charge_Code	Inactive_Date	public	"t_charge_code"	"inactive_date"
T_Charge_Code	SubAccount_Inactive_Date	public	"t_charge_code"	"sub_account_inactive_date"
T_Charge_Code	Inactive_Date_Most_Recent	public	"t_charge_code"	"inactive_date_most_recent"
T_Charge_Code	Deactivated	public	"t_charge_code"	"deactivated"
T_Charge_Code	Auth_Amt	public	"t_charge_code"	"auth_amt"
T_Charge_Code	Auth_PRN	public	"t_charge_code"	"auth_prn"
T_Charge_Code	Auth_HID	public	"t_charge_code"	"auth_hid"
T_Charge_Code	Auto_Defined	public	"t_charge_code"	"auto_defined"
T_Charge_Code	Charge_Code_State	public	"t_charge_code"	"charge_code_state"
T_Charge_Code	Last_Affected	public	"t_charge_code"	"last_affected"
T_Charge_Code	Usage_SamplePrep	public	"t_charge_code"	"usage_sample_prep"
T_Charge_Code	Usage_RequestedRun	public	"t_charge_code"	"usage_requested_run"
T_Charge_Code	Activation_State	public	"t_charge_code"	"activation_state"
T_Charge_Code	SortKey	public	"t_charge_code"	"sort_key"
T_Charge_Code_Activation_State	Activation_State	public	"t_charge_code_activation_state"	"activation_state"
